T;Heated Black Aluminum (TH1-0);Blue Aluminum (TH1-1);Polished Aluminum (TH1-2);Red Aluminum (TH0-3);Heated Carbon (TH2-0);Black Aluminum (TH2-1);Carbon (TH2-2);Titanium (TH2-3);Photodiode
1977;99.3;26.6;17.7;15.2;104.7;25.6;28.1;31.9;0.5
1978;99.2;26.5;17.7;15.2;104.5;25.6;28;31.9;0.5
1979;99.1;26.5;17.7;15.1;104.3;25.5;27.9;31.8;0.5
1980;99.1;26.4;17.7;15.1;104.2;25.4;27.9;31.7;0.5
1981;99;26.4;17.7;15;104;25.4;27.8;31.7;0.5
1982;98.9;26.3;17.7;15;103.8;25.4;27.7;31.6;0.5
1983;98.8;26.3;17.7;14.9;103.7;25.3;27.6;31.5;0.5
1984;98.8;26.3;17.7;14.9;103.5;25.3;27.6;31.4;0.5
1985;98.7;26.2;17.7;14.8;103.4;25.2;27.5;31.4;0.5
1986;98.6;26.1;17.7;14.8;103.2;25.1;27.4;31.3;0.5
1987;98.6;26.1;17.8;14.8;103.1;25.1;27.3;31.2;0.5
1988;98.5;26.1;17.7;14.7;103;25.1;27.3;31.2;0.5
1989;98.4;26.1;17.7;14.7;102.8;25;27.2;31.1;0.5
1990;98.4;26;17.7;14.6;102.7;25;27.1;31;0.5
1991;98.3;26;17.7;14.6;102.6;24.9;27;31;0.5
1992;98.2;25.9;17.7;14.6;102.4;24.9;27;30.9;0.5
1993;98.2;25.9;17.7;14.5;102.2;24.8;26.9;30.8;0.5
1994;98.1;25.8;17.7;14.5;102.1;24.8;26.9;30.8;0.6
1995;98;25.8;17.7;14.5;101.9;24.8;26.8;30.7;1
1996;98;25.8;17.7;14.4;101.8;24.7;26.7;30.6;1
1997;97.9;25.7;17.7;14.4;101.7;24.7;26.7;30.6;1
1998;97.9;25.7;17.7;14.4;101.6;24.6;26.6;30.5;1
1999;97.8;25.6;17.7;14.3;101.5;24.6;26.6;30.4;1
2000;97.7;25.6;17.7;14.3;101.3;24.5;26.5;30.4;1
2001;97.7;25.6;17.7;14.3;101.2;24.5;26.4;30.3;1
2002;97.6;25.5;17.7;14.2;101.1;24.5;26.4;30.2;1
2003;97.6;25.5;17.8;14.2;101;24.4;26.3;30.2;1
2004;97.5;25.5;17.7;14.1;100.8;24.4;26.3;30.1;1
2005;97.4;25.4;17.7;14.1;100.7;24.4;26.2;30.1;1
2006;97.4;25.4;17.8;14.1;100.6;24.3;26.1;30;1
2007;97.4;25.4;17.7;14.1;100.5;24.3;26.1;29.9;1
2008;97.3;25.4;17.7;14;100.4;24.3;26;29.9;1
2009;97.3;25.3;17.7;14;100.3;24.2;26;29.9;1
2010;97.2;25.3;17.8;14;100.2;24.2;25.9;29.8;1.1
2011;97.2;25.3;17.8;13.9;100.1;24.2;25.9;29.7;1.6
2012;97.1;25.2;17.8;13.9;100;24.1;25.8;29.6;1.6
2013;97.1;25.2;17.8;13.9;99.9;24.1;25.8;29.6;1.6
2014;97;25.2;17.8;13.9;99.8;24.1;25.7;29.5;1.6
2015;97;25.2;17.8;13.8;99.7;24;25.7;29.4;1.6
2016;96.9;25.1;17.8;13.8;99.6;24;25.6;29.4;1.6
2017;96.9;25.1;17.8;13.8;99.5;24;25.5;29.3;1.6
2018;96.9;25.1;17.8;13.8;99.4;23.9;25.5;29.3;1.6
2019;96.8;25.1;17.8;13.8;99.3;23.9;25.5;29.2;1.8
2020;96.8;25;17.8;13.7;99.2;23.9;25.4;29.2;2.1
2021;96.7;25;17.8;13.7;99.2;23.9;25.4;29.1;2.1
2022;96.7;25;17.8;13.7;99.1;23.9;25.3;29.1;2.1
2023;96.7;25;17.8;13.7;99;23.8;25.2;29;2.1
2024;96.6;25;17.8;13.6;98.9;23.8;25.2;29;2.1
2025;96.5;24.9;17.8;13.6;98.8;23.7;25.1;28.9;2.4
2026;96.5;24.9;17.8;13.6;98.7;23.7;25.1;28.8;2.6
2027;96.5;24.8;17.8;13.5;98.6;23.7;25.1;28.8;2.6
2028;96.4;24.9;17.8;13.5;98.6;23.7;25;28.7;2.6
2029;96.4;24.8;17.8;13.5;98.5;23.6;24.9;28.7;2.6
2030;96.4;24.8;17.8;13.5;98.4;23.6;24.9;28.6;3.2
2031;96.3;24.8;17.8;13.5;98.4;23.6;24.9;28.6;3.2
2032;96.3;24.7;17.8;13.5;98.3;23.6;24.8;28.5;3.2
2033;96.3;24.7;17.8;13.4;98.1;23.6;24.8;28.5;3.5
2034;96.3;24.7;17.8;13.4;98.1;23.5;24.8;28.4;3.7
2035;96.2;24.7;17.8;13.4;98;23.5;24.7;28.3;3.7
2036;96.2;24.7;17.8;13.4;97.9;23.5;24.7;28.3;3.9
2037;96.2;24.7;17.8;13.3;97.9;23.5;24.6;28.3;4.2
2038;96.1;24.6;17.8;13.3;97.9;23.5;24.6;28.2;4.2
2039;96.1;24.6;17.8;13.3;97.8;23.4;24.5;28.2;4.8
2040;96.1;24.6;17.8;13.3;97.7;23.4;24.5;28.2;4.8
2041;96.1;24.6;17.8;13.3;97.7;23.4;24.5;28.1;4.8
2042;96;24.6;17.8;13.3;97.6;23.4;24.5;28;5.3
2043;96;24.6;17.8;13.2;97.6;23.4;24.4;28;5.3
2044;96;24.6;17.8;13.2;97.5;23.4;24.4;28;5.7
2045;95.9;24.6;17.8;13.2;97.5;23.4;24.3;27.9;5.8
2046;95.9;24.5;17.8;13.2;97.4;23.3;24.3;27.9;5.8
2047;95.9;24.5;17.8;13.2;97.3;23.3;24.2;27.8;6.4
2048;95.9;24.5;17.8;13.2;97.3;23.3;24.2;27.8;6.4
2049;95.9;24.5;17.8;13.2;97.2;23.2;24.1;27.8;6.9
2050;95.8;24.5;17.8;13.1;97.2;23.3;24.1;27.7;6.9
2051;95.8;24.4;17.8;13.2;97.1;23.2;24.1;27.7;7.4
2052;95.8;24.4;17.9;13.1;97.1;23.2;24.1;27.7;7.4
2053;95.8;24.4;17.8;13.1;97;23.2;24;27.6;7.9
2054;95.8;24.4;17.9;13.1;96.9;23.2;24;27.6;7.9
2055;95.7;24.4;17.9;13.1;96.9;23.2;24;27.6;8.4
2056;95.7;24.4;17.9;13.1;96.9;23.2;23.9;27.5;8.5
2057;95.7;24.4;17.9;13.1;96.8;23.1;23.9;27.5;8.9
2058;95.7;24.4;17.9;13.1;96.8;23.1;23.8;27.4;9
2059;95.7;24.4;17.9;13.1;96.7;23.1;23.8;27.4;9.2
2060;95.6;24.4;17.9;13;96.7;23.1;23.8;27.3;9.5
2061;95.7;24.3;17.9;13;96.6;23.1;23.8;27.3;9.6
2062;95.6;24.4;17.9;13;96.6;23;23.7;27.3;10.1
2063;95.6;24.4;17.9;13;96.6;23;23.7;27.2;10.1
2064;95.6;24.4;17.9;13;96.5;23.1;23.7;27.3;10.6
2065;95.6;24.3;17.9;13;96.5;23.1;23.7;27.2;10.6
2066;95.6;24.3;17.9;13;96.5;23;23.6;27.2;11.1
2067;95.6;24.3;17.9;13;96.4;23;23.6;27.1;11.1
2068;95.6;24.3;17.9;13;96.4;23;23.6;27.1;11.5
2069;95.6;24.3;17.9;13;96.4;23;23.5;27.1;11.7
2070;95.6;24.3;17.9;13;96.4;23;23.5;27.1;11.7
2071;95.5;24.3;17.9;13;96.3;23;23.5;27;12.2
2072;95.5;24.3;17.9;13;96.3;23;23.5;27;12.2
2073;95.5;24.3;17.9;13;96.3;23;23.5;27;12.7
2074;95.5;24.3;17.9;13;96.3;23;23.5;27;12.7
2075;95.5;24.3;17.9;13;96.3;23;23.4;26.9;12.7
2076;95.5;24.3;17.9;12.9;96.2;23;23.4;26.9;13.3
2077;95.5;24.3;18;13;96.2;23;23.3;26.9;13.3
2078;95.5;24.3;17.9;12.9;96.2;23;23.3;26.8;13.4
2079;95.5;24.3;17.9;13;96.1;23;23.3;26.8;13.8
2080;95.5;24.3;17.9;13;96.1;23;23.3;26.8;13.8
2081;95.5;24.3;18;13;96.1;22.9;23.3;26.8;14.3
2082;95.5;24.3;18;13;96.1;22.9;23.3;26.7;14.3
2083;95.5;24.3;18;12.9;96.1;23;23.2;26.7;14.3
2084;95.5;24.3;18;12.9;96;23;23.2;26.7;14.9
2085;95.5;24.3;18;13;96;23;23.2;26.7;14.9
2086;95.5;24.3;18;12.9;96;22.9;23.2;26.6;14.9
2087;95.5;24.3;18;12.9;96;23;23.2;26.6;15
2088;95.5;24.3;18;13;96;23;23.2;26.6;15.4
2089;95.5;24.3;18;13;96;23;23.2;26.6;15.4
2090;95.5;24.3;18;13;96;23;23.2;26.6;15.4
2091;95.5;24.3;18;13;96;22.9;23.2;26.5;15.9
2092;95.5;24.3;18;13;96;23;23.1;26.5;15.9
2093;95.5;24.3;18;13;96;22.9;23.2;26.5;15.9
2094;95.5;24.3;18;13;96;23;23.1;26.5;16.5
2095;95.5;24.3;18;13;96;23;23.1;26.5;16.5
2096;95.5;24.3;18;13;96;23;23.1;26.5;16.5
2097;95.5;24.3;18;13;96;22.9;23.1;26.5;17
2098;95.5;24.3;18;13;96;23;23.1;26.5;17
2099;95.5;24.3;18;13;95.9;23;23.1;26.4;17
2100;95.5;24.3;18.1;13;96;23;23.1;26.4;17
2101;95.5;24.3;18.1;13;96;23;23.1;26.4;17.5
2102;95.5;24.4;18.1;13;96;23;23.1;26.4;17.5
2103;95.5;24.3;18.1;13;96;23;23.1;26.4;17.5
2104;95.5;24.3;18.1;13;96;23;23.1;26.4;18.1
2105;95.5;24.4;18.1;13;96;23;23.1;26.4;18.1
2106;95.5;24.4;18.1;13;96;23;23.1;26.4;18.1
2107;95.5;24.4;18.1;13;96;23;23.1;26.4;18.6
2108;95.5;24.4;18.1;13.1;96;23;23.1;26.3;18.6
2109;95.6;24.4;18.1;13.1;96;23;23;26.3;18.6
2110;95.5;24.4;18.1;13.1;96;23;23.1;26.3;18.6
2111;95.6;24.4;18.1;13.1;96;23;23;26.3;19.1
2112;95.6;24.4;18.1;13.1;96;23;23.1;26.3;19.1
2113;95.6;24.4;18.1;13.1;96;23.1;23;26.3;19.1
2114;95.6;24.4;18.1;13.1;96;23.1;23.1;26.3;19.7
2115;95.6;24.4;18.1;13.1;96;23.1;23.1;26.3;19.7
2116;95.6;24.4;18.2;13.1;96;23.1;23.1;26.3;19.7
2117;95.6;24.5;18.1;13.1;96;23.1;23.1;26.3;19.7
2118;95.6;24.5;18.2;13.1;96;23.1;23.1;26.3;20.2
2119;95.6;24.5;18.2;13.1;96.1;23.1;23.1;26.3;20.2
2120;95.6;24.5;18.2;13.2;96;23.1;23;26.3;20.2
2121;95.6;24.5;18.2;13.2;96.1;23.1;23;26.3;20.2
2122;95.6;24.5;18.2;13.2;96.1;23.1;23.1;26.3;20.7
2123;95.7;24.5;18.2;13.2;96.1;23.1;23.1;26.3;20.7
2124;95.7;24.5;18.2;13.2;96.1;23.1;23.1;26.3;20.7
2125;95.7;24.6;18.2;13.2;96.1;23.1;23.1;26.2;20.7
2126;95.7;24.5;18.2;13.2;96.1;23.1;23.1;26.3;21.1
2127;95.7;24.5;18.2;13.2;96.1;23.2;23.1;26.2;21.3
2128;95.7;24.6;18.2;13.2;96.1;23.2;23.1;26.2;21.3
2129;95.7;24.6;18.2;13.2;96.2;23.2;23.1;26.2;21.3
2130;95.7;24.6;18.2;13.2;96.2;23.2;23.1;26.2;21.3
2131;95.7;24.6;18.2;13.3;96.2;23.2;23.1;26.2;21.3
2132;95.7;24.6;18.2;13.3;96.2;23.2;23.1;26.2;21.8
2133;95.7;24.6;18.2;13.3;96.2;23.2;23.1;26.3;21.8
2134;95.8;24.6;18.3;13.3;96.2;23.2;23.1;26.2;21.8
2135;95.8;24.6;18.3;13.3;96.2;23.2;23.1;26.2;21.8
2136;95.8;24.7;18.3;13.3;96.2;23.2;23.1;26.2;21.8
2137;95.8;24.7;18.3;13.3;96.2;23.3;23.1;26.2;21.8
2138;95.8;24.7;18.3;13.3;96.2;23.2;23.1;26.2;21.9
2139;95.8;24.7;18.3;13.3;96.2;23.2;23.1;26.2;22.3
2140;95.8;24.7;18.3;13.4;96.2;23.2;23.1;26.2;22.3
2141;95.8;24.7;18.3;13.3;96.3;23.3;23.1;26.2;22.3
2142;95.8;24.7;18.3;13.4;96.2;23.3;23.1;26.2;22.3
2143;95.8;24.7;18.3;13.4;96.3;23.3;23.1;26.2;22.3
2144;95.8;24.7;18.4;13.4;96.2;23.3;23.1;26.2;22.3
2145;95.8;24.7;18.3;13.4;96.3;23.3;23.1;26.2;22.3
2146;95.8;24.7;18.3;13.4;96.3;23.3;23.1;26.2;22.3
2147;95.8;24.7;18.4;13.4;96.3;23.3;23.1;26.2;22.5
2148;95.8;24.7;18.4;13.4;96.3;23.3;23.1;26.2;22.9
2149;95.9;24.7;18.3;13.4;96.3;23.3;23.1;26.2;22.9
2150;95.8;24.7;18.4;13.4;96.3;23.3;23.1;26.2;22.9
2151;95.8;24.7;18.4;13.4;96.3;23.3;23.1;26.2;22.9
2152;95.8;24.7;18.4;13.4;96.3;23.3;23.1;26.2;22.9
2153;95.8;24.8;18.4;13.4;96.3;23.4;23.1;26.1;22.9
2154;95.8;24.8;18.4;13.4;96.3;23.4;23.1;26.2;22.9
2155;95.8;24.8;18.4;13.4;96.3;23.3;23;26.2;22.9
2156;95.8;24.7;18.4;13.4;96.3;23.4;23;26.2;22.9
2157;95.8;24.8;18.4;13.4;96.3;23.4;23.1;26.1;22.9
2158;95.9;24.8;18.4;13.5;96.3;23.3;23;26.1;23.4
2159;95.8;24.8;18.4;13.4;96.3;23.4;23;26.1;23.4
2160;95.8;24.8;18.4;13.4;96.2;23.4;23;26.1;23.4
2161;95.8;24.8;18.4;13.4;96.3;23.4;23;26.1;23.4
2162;95.8;24.8;18.4;13.4;96.2;23.4;23;26.1;23.4
2163;95.8;24.7;18.4;13.4;96.2;23.3;23;26.1;23.4
2164;95.8;24.8;18.4;13.4;96.2;23.4;23;26.1;23.4
2165;95.8;24.8;18.4;13.4;96.2;23.4;23;26.1;23.4
2166;95.8;24.8;18.4;13.4;96.2;23.4;23;26.1;23.4
2167;95.8;24.7;18.5;13.5;96.2;23.3;23;26.1;23.4
2168;95.8;24.8;18.5;13.4;96.2;23.4;22.9;26.1;23.4
2169;95.8;24.7;18.5;13.4;96.2;23.3;22.9;26.1;23.4
2170;95.8;24.7;18.5;13.4;96.2;23.4;22.9;26.1;23.4
2171;95.8;24.8;18.5;13.4;96.1;23.3;22.9;26.1;23.9
2172;95.8;24.8;18.5;13.4;96.2;23.3;22.9;26.1;23.9
2173;95.8;24.8;18.5;13.4;96.1;23.3;22.9;26;24.5
2174;95.8;24.8;18.5;13.4;96.1;23.3;22.9;26;24.5
2175;95.8;24.8;18.5;13.5;96.1;23.3;22.9;26;25
2176;95.8;24.8;18.5;13.5;96.1;23.3;22.9;26.1;25
2177;95.8;24.8;18.5;13.5;96.1;23.3;22.9;26.1;25.5
2178;95.8;24.8;18.5;13.5;96.1;23.4;22.9;26.1;25.5
2179;95.9;24.8;18.5;13.5;96.1;23.4;22.9;26.1;26.1
2180;95.9;24.9;18.5;13.5;96.1;23.4;22.9;26.1;26.1
2181;95.9;24.9;18.5;13.6;96.1;23.4;22.9;26.1;26.1
2182;95.9;24.9;18.6;13.6;96.2;23.4;22.9;26.2;26.4
2183;95.9;24.9;18.6;13.6;96.2;23.5;23;26.2;26.6
2184;95.9;24.9;18.6;13.6;96.2;23.5;23;26.3;26.6
2185;96;25;18.6;13.7;96.3;23.5;23;26.3;27.1
2186;96;25;18.6;13.7;96.3;23.5;23;26.3;27.4
2187;96;25.1;18.6;13.7;96.4;23.6;23.1;26.4;27.7
2188;96.1;25.1;18.7;13.8;96.4;23.6;23.1;26.4;28.2
2189;96.1;25.2;18.7;13.8;96.5;23.7;23.2;26.5;28.2
2190;96.2;25.2;18.7;13.8;96.5;23.7;23.2;26.5;28.7
2191;96.2;25.2;18.7;13.8;96.6;23.7;23.3;26.6;28.7
2192;96.2;25.3;18.7;13.9;96.7;23.7;23.3;26.6;28.7
2193;96.3;25.3;18.8;13.9;96.7;23.8;23.4;26.7;29.3
2194;96.3;25.4;18.8;14;96.8;23.8;23.4;26.7;29.3
2195;96.3;25.4;18.8;14;96.9;23.9;23.5;26.8;29.3
2196;96.4;25.5;18.9;14.1;97;23.9;23.6;26.9;29.8
2197;96.5;25.5;18.9;14.1;97.1;24;23.6;26.9;29.8
2198;96.5;25.5;18.9;14.2;97.2;24;23.7;27;30.3
2199;96.6;25.6;18.9;14.2;97.3;24.1;23.8;27.1;30.9
2200;96.6;25.6;18.9;14.2;97.4;24.1;23.9;27.1;31.3
2201;96.7;25.7;19;14.3;97.5;24.2;23.9;27.2;31.7
2202;96.7;25.7;19;14.3;97.6;24.3;24;27.3;31.9
2203;96.8;25.8;19;14.4;97.7;24.3;24.1;27.4;32.5
2204;96.8;25.8;19;14.4;97.8;24.4;24.2;27.4;33.2
2205;96.9;25.9;19.1;14.5;97.9;24.5;24.3;27.5;34.1
2206;97;26;19.1;14.5;98;24.5;24.4;27.6;34.6
2207;97;26.1;19.1;14.6;98.2;24.6;24.5;27.7;35.7
2208;97.1;26.1;19.1;14.6;98.3;24.7;24.5;27.8;36.2
2209;97.1;26.2;19.2;14.7;98.4;24.7;24.6;27.9;37.3
2210;97.2;26.2;19.2;14.8;98.6;24.8;24.8;28;38.3
2211;97.3;26.3;19.2;14.8;98.7;24.9;24.9;28.2;39
2212;97.4;26.4;19.3;14.9;98.8;24.9;25;28.2;39.9
2213;97.4;26.4;19.3;14.9;98.9;25;25;28.3;40.9
2214;97.5;26.5;19.3;15;99.1;25;25.2;28.4;42
2215;97.6;26.6;19.3;15;99.2;25.1;25.3;28.5;43.1
2216;97.6;26.6;19.4;15.1;99.3;25.2;25.4;28.7;44.5
2217;97.7;26.7;19.4;15.2;99.5;25.2;25.5;28.7;46.1
2218;97.8;26.8;19.4;15.3;99.7;25.3;25.6;28.9;47.9
2219;97.9;26.9;19.5;15.3;99.8;25.4;25.7;29;49.9
2220;97.9;27;19.5;15.4;100;25.5;25.8;29.1;52.1
2221;98;27;19.5;15.4;100.1;25.6;25.9;29.2;54.6
2222;98.1;27.1;19.5;15.5;100.2;25.6;26;29.3;58
2223;98.1;27.2;19.6;15.5;100.4;25.7;26.2;29.4;63.3
2224;98.2;27.2;19.6;15.6;100.5;25.8;26.3;29.6;67.2
2225;98.3;27.3;19.7;15.7;100.7;25.9;26.4;29.7;72.7
2226;98.4;27.4;19.7;15.8;100.8;25.9;26.5;29.8;78.8
2227;98.5;27.5;19.7;15.8;101;26;26.6;30;85.4
2228;98.5;27.5;19.8;15.9;101.1;26;26.7;30.1;92.4
2229;98.6;27.6;19.8;16;101.3;26.2;26.8;30.2;99.4
2230;98.7;27.7;19.8;16;101.4;26.2;27;30.3;106.6
2231;98.8;27.8;19.9;16.1;101.6;26.3;27.1;30.5;114.3
2232;98.9;27.9;19.9;16.2;101.7;26.4;27.3;30.6;122.2
2233;98.9;27.9;19.9;16.3;101.9;26.5;27.3;30.7;130.4
2234;99;28;20;16.3;102.1;26.6;27.5;30.8;138.8
2235;99.1;28.1;20;16.4;102.2;26.6;27.6;30.9;145.1
2236;99.2;28.2;20.1;16.5;102.3;26.7;27.7;31.1;153.5
2237;99.2;28.2;20.1;16.6;102.5;26.8;27.9;31.2;161.9
2238;99.3;28.3;20.1;16.6;102.7;26.9;28;31.4;170.1
2239;99.4;28.4;20.2;16.7;102.8;27;28.1;31.5;178.2
2240;99.5;28.5;20.2;16.8;103;27.1;28.2;31.6;186.1
2241;99.6;28.5;20.3;16.8;103.2;27.2;28.4;31.7;194
2242;99.7;28.6;20.3;16.9;103.3;27.2;28.5;31.9;202
2243;99.7;28.7;20.4;17;103.4;27.3;28.6;32;209.9
2244;99.8;28.8;20.4;17.1;103.5;27.4;28.7;32.2;217.4
2245;99.9;28.9;20.4;17.1;103.7;27.5;28.8;32.3;223.1
2246;100;29;20.4;17.2;103.8;27.5;29;32.4;230.6
2247;100;29.1;20.5;17.3;104;27.7;29.1;32.6;237.9
2248;100.1;29.1;20.5;17.4;104.1;27.7;29.2;32.7;245
2249;100.2;29.2;20.5;17.4;104.3;27.8;29.4;32.8;251.9
2250;100.3;29.3;20.6;17.5;104.4;27.9;29.5;32.9;258.6
2251;100.4;29.3;20.6;17.6;104.6;27.9;29.6;33.1;264.6
2252;100.5;29.5;20.6;17.6;104.8;28;29.8;33.2;271
2253;100.5;29.5;20.7;17.7;104.9;28.1;29.9;33.4;276.7
2254;100.6;29.6;20.7;17.8;105;28.2;30;33.5;281.9
2255;100.7;29.6;20.8;17.8;105.2;28.2;30.1;33.6;286.7
2256;100.7;29.7;20.8;17.9;105.3;28.4;30.3;33.8;290
2257;100.8;29.8;20.8;18;105.5;28.4;30.4;33.9;293.9
2258;100.9;29.9;20.9;18;105.6;28.5;30.5;34;297.1
2259;100.9;30;20.9;18.1;105.7;28.6;30.7;34.2;299.4
2260;101;30.1;21;18.2;105.9;28.7;30.8;34.3;301.3
2261;101.1;30.2;21;18.3;106;28.8;30.9;34.4;302.9
2262;101.2;30.3;21;18.4;106.2;28.8;31;34.6;303.8
2263;101.2;30.3;21.1;18.4;106.3;28.9;31.1;34.7;304.2
2264;101.3;30.4;21.1;18.5;106.5;29;31.3;34.8;304
2265;101.4;30.4;21.1;18.5;106.5;29;31.3;35;303.1
2266;101.4;30.5;21.2;18.6;106.7;29.1;31.5;35.1;302
2267;101.5;30.6;21.2;18.7;106.8;29.2;31.6;35.2;300.1
2268;101.6;30.6;21.2;18.7;106.9;29.3;31.7;35.4;297.5
2269;101.6;30.7;21.3;18.8;107;29.4;31.9;35.5;294.6
2270;101.7;30.8;21.3;18.9;107.2;29.4;32;35.6;290.9
2271;101.7;30.9;21.4;19;107.3;29.5;32.1;35.8;286.7
2272;101.8;31;21.4;19;107.4;29.6;32.2;35.9;282.2
2273;101.9;31;21.4;19.1;107.5;29.7;32.3;36;277.3
2274;101.9;31.1;21.5;19.2;107.6;29.7;32.4;36.1;272.1
2275;102;31.1;21.5;19.2;107.7;29.8;32.5;36.3;266.8
2276;102.1;31.2;21.5;19.3;107.8;29.9;32.7;36.3;261.2
2277;102.1;31.3;21.6;19.3;107.9;30;32.8;36.5;256.8
2278;102.2;31.3;21.6;19.4;108;30;32.9;36.6;250.5
2279;102.2;31.4;21.7;19.4;108.2;30.1;33;36.7;244
2280;102.3;31.5;21.7;19.5;108.2;30.1;33.1;36.8;237.2
2281;102.3;31.5;21.7;19.6;108.3;30.2;33.2;36.9;230.3
2282;102.4;31.6;21.8;19.6;108.5;30.3;33.3;37.1;223.2
2283;102.4;31.7;21.8;19.7;108.5;30.4;33.4;37.2;215.9
2284;102.5;31.8;21.9;19.7;108.6;30.4;33.6;37.3;208.5
2285;102.5;31.8;21.9;19.8;108.7;30.5;33.7;37.4;201
2286;102.6;31.8;21.9;19.9;108.8;30.5;33.7;37.5;193.3
2287;102.6;31.9;21.9;19.9;108.9;30.6;33.8;37.6;185.6
2288;102.7;31.9;22;20;109;30.6;33.9;37.7;179.8
2289;102.7;32;22;20.1;109;30.7;34;37.8;172.1
2290;102.8;32;22;20.1;109.2;30.8;34.1;37.9;164.3
2291;102.8;32.1;22.1;20.1;109.2;30.8;34.2;38;156.5
2292;102.9;32.2;22.1;20.2;109.3;30.9;34.3;38.1;148.7
2293;102.9;32.2;22.1;20.2;109.4;30.9;34.4;38.3;140.8
2294;103;32.3;22.2;20.3;109.4;31;34.5;38.4;132.6
2295;103;32.3;22.2;20.3;109.5;31;34.6;38.4;124.4
2296;103;32.4;22.2;20.4;109.5;31.1;34.6;38.6;116.1
2297;103;32.4;22.2;20.4;109.6;31.1;34.7;38.6;108
2298;103.1;32.5;22.3;20.5;109.6;31.2;34.8;38.7;100.1
2299;103.1;32.5;22.3;20.5;109.7;31.2;34.9;38.8;94.4
2300;103.1;32.5;22.3;20.6;109.7;31.3;35;38.9;87.1
2301;103.2;32.6;22.4;20.6;109.8;31.3;35;39;80.1
2302;103.2;32.6;22.4;20.7;109.8;31.4;35.2;39.1;73.6
2303;103.2;32.7;22.4;20.7;109.8;31.4;35.2;39.1;67.6
2304;103.3;32.7;22.5;20.7;109.9;31.5;35.3;39.2;62.1
2305;103.3;32.8;22.5;20.8;109.9;31.5;35.3;39.3;57.7
2306;103.3;32.8;22.5;20.8;109.9;31.5;35.4;39.4;53.8
2307;103.3;32.8;22.6;20.8;109.9;31.6;35.5;39.4;50.2
2308;103.3;32.8;22.6;20.9;110;31.6;35.5;39.5;46.8
2309;103.3;32.9;22.6;20.9;110;31.7;35.5;39.6;44.4
2310;103.4;32.9;22.6;21;110;31.6;35.6;39.7;41.6
2311;103.4;32.9;22.6;21;110;31.7;35.6;39.7;39.2
2312;103.4;33;22.7;21;110;31.7;35.7;39.8;36.9
2313;103.4;33;22.7;21;110.1;31.7;35.8;39.8;34.9
2314;103.4;33;22.7;21.1;110.1;31.8;35.8;39.9;33
2315;103.4;33;22.8;21.1;110;31.8;35.8;39.9;31.4
2316;103.4;33;22.8;21.1;110;31.8;35.8;40;29.9
2317;103.4;33.1;22.8;21.1;110;31.9;35.9;40.1;28.7
2318;103.4;33.1;22.8;21.2;110;31.9;35.9;40.1;27.4
2319;103.4;33.1;22.9;21.2;110;31.9;36;40.1;26.1
2320;102.9;32.7;22.9;21.2;109.9;31.9;36;40.1;25.2
2321;103;32.7;22.9;21.2;109.9;31.9;36;40.2;23.9
2322;103;32.7;22.9;21.2;109.9;32;36;40.2;22.7
2323;102.9;32.7;23;21.2;109.8;31.9;36;40.3;21.3
2324;102.9;32.7;23;21.3;109.8;31.9;36;40.3;20.2
2325;102.9;32.8;23;21.2;109.8;32;36.1;40.3;19.1
2326;102.9;32.7;23;21.3;109.8;32;36.1;40.3;18.1
2327;102.9;32.7;23;21.3;109.7;32;36.1;40.4;17
2328;102.8;32.7;23;21.3;109.6;32;36.1;40.4;16.1
2329;103.2;33.1;23.1;21.3;109.6;32;36.1;40.4;15.4
2330;103.2;33.1;23.1;21.3;109.5;32;36.1;40.4;14.3
2331;103.2;33.1;23.1;21.3;109.5;31.9;36.1;40.4;13.8
2332;103.2;33.1;23.1;21.3;109.4;31.9;36.1;40.4;13.3
2333;103.1;33.1;23.1;21.3;109.2;32;36.1;40.5;12.7
2334;103.1;33.1;23.1;21.2;109.2;31.9;36;40.4;12.2
2335;103;33.1;23.2;21.3;109.1;31.9;36;40.4;11.5
2336;103;33.1;23.2;21.2;109;31.9;36;40.4;11
2337;103;33.1;23.1;21.2;108.9;31.9;36;40.4;10.6
2338;102.9;33;23.2;21.2;108.8;31.9;36;40.4;10.1
2339;102.9;33;23.2;21.2;108.7;31.9;35.9;40.4;9.5
2340;102.9;33;23.2;21.2;108.7;31.9;35.9;40.4;9
2341;102.8;33;23.2;21.2;108.5;31.8;35.9;40.4;8.5
2342;102.8;33;23.2;21.1;108.5;31.8;35.8;40.3;7.9
2343;102.7;32.9;23.2;21.1;108.3;31.8;35.8;40.3;7.4
2344;102.6;32.8;23.2;21.1;108.2;31.8;35.7;40.3;6.9
2345;102.1;32.4;23.2;21;108.1;31.7;35.6;40.2;6.4
2346;102.5;32.8;23.2;21.1;108;31.7;35.6;40.2;5.8
2347;102.5;32.8;23.2;21;107.8;31.7;35.6;40.1;5.3
2348;102;32.3;23.2;21;107.7;31.6;35.5;40.1;4.8
2349;101.9;32.3;23.2;21;107.5;31.6;35.4;40.1;4.4
2350;101.9;32.3;23.2;20.9;107.4;31.5;35.3;40;4.2
2351;101.8;32.2;23.2;20.9;107.3;31.5;35.3;40;3.7
2352;102.1;32.6;23.2;20.9;107.2;31.4;35.2;40;3.2
2353;102.1;32.5;23.2;20.8;107;31.4;35.1;39.9;2.1
